OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Column1,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sale,Quantity,Discount,Profit
CA-2014-137099,12/8/2014,12/11/2014,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,3,0.2,46.797
CA-2014-156951,10/2/2014,10/9/2014,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,0,45.0016
CA-2014-164826,12/29/2014,1/5/2015,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,0,34.776
CA-2013-127250,11/4/2013,11/8/2013,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0,2.3814
CA-2012-149713,9/18/2012,9/22/2012,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14,0,78.7528
CA-2014-118640,7/21/2014,7/27/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.714
CA-2012-132906,9/10/2012,9/14/2012,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0,1.5456
CA-2014-145233,12/2/2014,12/6/2014,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,3,0.2,52.9173
CA-2012-128139,7/3/2012,7/9/2012,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,4.9686
US-2013-156986,3/21/2013,3/25/2013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362
CA-2011-135405,1/10/2011,1/14/2011,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168
CA-2011-131450,8/8/2011,8/15/2011,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748
CA-2013-120180,7/15/2013,7/17/2013,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178
US-2013-100720,7/17/2013,7/22/2013,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4,-28.7964
CA-2011-149958,3/15/2011,3/19/2011,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
US-2011-105767,5/23/2011,5/27/2011,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
CA-2013-161816,4/29/2013,5/2/2013,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773
CA-2013-121223,9/12/2013,9/14/2013,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64
CA-2014-138611,11/15/2014,11/18/2014,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992
CA-2014-117947,8/19/2014,8/24/2014,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872
US-2011-111171,12/26/2011,12/31/2011,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773
CA-2012-138009,11/29/2012,12/3/2012,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684
CA-2014-163020,9/16/2014,9/20/2014,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
CA-2014-153787,5/20/2014,5/24/2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764
US-2013-135720,12/12/2013,12/14/2013,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191
CA-2012-168004,10/4/2012,10/9/2012,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234
US-2013-123470,8/16/2013,8/22/2013,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468
CA-2013-147067,12/19/2013,12/23/2013,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
CA-2014-167913,7/31/2014,8/4/2014,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904
CA-2014-106103,6/11/2014,6/16/2014,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
CA-2014-126221,12/31/2014,1/6/2015,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511
CA-2013-160745,12/12/2013,12/17/2013,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
CA-2013-132661,10/24/2013,10/30/2013,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318
CA-2013-137239,8/23/2013,8/29/2013,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164
US-2013-156097,9/20/2013,9/20/2013,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
CA-2013-123666,3/27/2013,3/31/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0,18.398
CA-2014-132682,6/9/2014,6/11/2014,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079
CA-2011-156314,12/24/2011,12/26/2011,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
CA-2014-130351,12/6/2014,12/9/2014,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888
US-2014-119438,3/19/2014,3/24/2014,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392
CA-2013-164511,11/20/2013,11/25/2013,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644
US-2014-168116,11/5/2014,11/5/2014,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904
CA-2011-157784,7/5/2011,7/8/2011,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
CA-2014-161480,12/26/2014,12/30/2014,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
US-2011-117135,6/21/2011,6/23/2011,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614
CA-2012-131534,3/28/2012,4/2/2012,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936
CA-2012-119291,5/14/2012,5/17/2012,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488
CA-2012-142027,4/9/2012,4/14/2012,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717
CA-2011-138527,9/12/2011,9/17/2011,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288
CA-2011-112158,12/2/2011,12/4/2011,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824
CA-2011-113887,4/5/2011,4/7/2011,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
CA-2014-146136,9/4/2014,9/8/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,24.448,4,0.2,8.8624
US-2014-100048,5/20/2014,5/25/2014,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226
CA-2011-130092,1/12/2011,1/15/2011,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
CA-2011-104472,6/2/2011,6/7/2011,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376
CA-2013-112942,2/13/2013,2/18/2013,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41
CA-2011-117429,10/7/2011,10/13/2011,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,Seth Thomas 16" Steel Case Clock,129.92,5,0.2,21.112
CA-2013-114713,7/8/2013,7/13/2013,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2,5.1282
CA-2014-144113,9/17/2014,9/21/2014,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,0.2,6.3684
US-2013-150861,12/4/2013,12/7/2013,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,8,0,84.0512
CA-2014-131954,1/22/2014,1/26/2014,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
CA-2011-112326,1/5/2011,1/9/2011,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717
US-2013-146710,8/28/2013,9/2/2013,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,0.2,-10.948
CA-2013-150889,3/21/2013,3/23/2013,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2,0.8994
CA-2014-126074,10/3/2014,10/7/2014,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.703
CA-2013-110499,4/8/2013,4/10/2013,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925
CA-2011-106803,12/29/2011,1/2/2012,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
CA-2014-117240,7/24/2014,7/29/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666
CA-2014-133333,9/19/2014,9/23/2014,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
CA-2012-114923,2/8/2012,2/13/2012,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
CA-2011-162775,1/14/2011,1/16/2011,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11.36,2,0,5.3392
CA-2011-106810,5/14/2011,5/20/2011,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
CA-2014-104220,1/31/2014,2/6/2014,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,0,9.14
CA-2011-165974,6/29/2011,7/6/2011,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.6855
US-2012-157014,10/3/2012,10/6/2012,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.449
CA-2012-154620,12/12/2012,12/16/2012,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Lancaster,California,93534,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,2,0.2,34.8928
CA-2013-105256,5/21/2013,5/21/2013,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
CA-2011-156433,9/20/2011,9/26/2011,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0,4.5816
CA-2014-151428,9/22/2014,9/27/2014,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16,7,0,9.8784
CA-2012-101910,11/27/2012,12/3/2012,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745
CA-2014-105809,2/21/2014,2/24/2014,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,22.23,1,0,7.3359
CA-2013-115504,3/13/2013,3/18/2013,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0,6.2208
CA-2014-135783,4/23/2014,4/25/2014,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
CA-2014-143686,5/15/2014,5/15/2014,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
CA-2012-106565,3/20/2012,3/23/2012,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0,24.8832
CA-2014-101434,6/21/2014,6/28/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991
US-2011-102071,5/9/2011,5/15/2011,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.068
US-2014-156083,11/5/2014,11/12/2014,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,2,0.2,3.2616
CA-2012-100454,11/20/2012,11/25/2012,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0,16.3215
CA-2013-161669,11/8/2013,11/10/2013,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7
CA-2012-114300,10/13/2012,10/17/2012,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0,23.4416
CA-2014-107503,1/2/2014,1/7/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568
CA-2011-107755,2/8/2011,2/13/2011,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0,49.6048
CA-2013-152534,6/21/2013,6/26/2013,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416
CA-2011-125612,8/3/2011,8/8/2011,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0,18.7812
CA-2014-161984,4/11/2014,4/16/2014,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767
CA-2011-133851,6/9/2011,6/16/2011,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staples,7.36,2,0,0.1472
CA-2011-149020,1/11/2011,1/16/2011,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0,1.3583
CA-2013-134362,9/30/2013,10/3/2013,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792
CA-2011-136742,4/6/2011,4/10/2011,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928
CA-2013-158099,9/4/2013,9/6/2013,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98
CA-2011-148488,12/10/2011,12/15/2011,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.2256
US-2011-158638,9/17/2011,9/21/2011,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,4,0.7,-4.1244
CA-2013-165148,10/23/2013,10/25/2013,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0,10.048
CA-2011-134061,4/29/2011,5/4/2011,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0,5.9364
CA-2012-143602,4/25/2012,4/28/2012,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,3,0.2,4.5318
CA-2014-150707,10/15/2014,10/20/2014,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,0,18.4534
CA-2013-105494,11/11/2013,11/13/2013,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.0714
CA-2013-140634,10/4/2013,10/7/2013,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staples,15.648,2,0.2,5.0856
CA-2011-144407,9/9/2011,9/15/2011,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0,51.8
CA-2014-160983,10/30/2014,11/1/2014,Second Class,GB-14530,George Bell,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,8,0,22.5408
US-2013-114622,4/11/2013,4/13/2013,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296
CA-2014-137596,9/3/2014,9/8/2014,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946
CA-2012-133627,5/31/2012,6/7/2012,Standard Class,SC-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0,9.102
